	MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,CODINFOR,P300N,P300I,P300A,P301A
3,17964,19,11,2,150143,8,1,2,2,2,1,3
3,17964,19,11,3,150143,8,1,3,3,3,4,9
3,17964,19,11,4,150143,8,1,4,4,4,4,10
3,17964,34,11,1,150143,8,1,1,1,1,4,4
3,17964,34,11,2,150143,8,1,1,2,1,1,4
3,17964,34,11,3,150143,8,1,3,3,3,4,9
3,17964,34,11,4,150143,8,1,3,4,3,4,6
3,17964,34,11,5,150143,8,1,3,5,3,4,5
3,17964,61,11,1,150143,8,1,1,1,1,1,1
3,17964,61,11,2,150143,8,1,2,2,2,1,4
3,17964,61,11,3,150143,8,1,3,3,3,4,6
3,17964,76,11,1,150143,8,1,2,1,2,1,5
3,17964,76,11,2,150143,8,1,2,2,2,1,6
3,17964,76,11,3,150143,8,1,3,3,3,4,5
3,17964,76,11,4,150143,8,1,2,4,2,4,3
3,17964,76,11,5,150143,8,1,2,5,2,4,3
3,17964,91,11,1,150143,8,1,1,1,1,4,6
3,17964,91,11,2,150143,8,1,1,2,1,4,6
3,17964,91,11,3,150143,8,1,1,3,1,4,8
3,17964,91,11,4,150143,8,1,1,4,1,4,5
3,17992,2,11,1,150118,8,1,1,1,1,4,6
3,17992,2,11,2,150118,8,1,2,2,2,4,6
3,17992,2,11,3,150118,8,1,3,3,3,4,10
3,17992,2,11,4,150118,8,1,4,4,4,4,9
3,17992,20,11,1,150118,8,1,1,1,1,4,9
3,17992,20,11,2,150118,8,1,2,2,2,4,9
3,17992,20,11,3,150118,8,1,1,3,1,4,5
3,17992,38,11,1,150118,8,1,1,1,1,4,7
3,17992,38,11,2,150118,8,1,0,2,0,99,99
3,17992,56,11,1,150118,8,1,1,1,1,4,6
3,17992,74,11,1,150118,8,1,1,1,1,4,9
3,17992,108,11,1,150118,8,1,1,1,1,4,8
3,17992,108,11,2,150118,8,1,1,2,1,4,7
3,17992,108,11,3,150118,8,1,1,3,1,4,4
3,17992,108,11,4,150118,8,1,1,4,1,4,3
3,18025,2,11,1,150123,8,1,2,1,2,4,6
3,18025,2,11,2,150123,8,1,2,2,2,4,11
3,18025,2,11,3,150123,8,1,2,3,2,4,3
3,18025,21,11,1,150123,8,1,1,1,1,4,6
3,18025,21,11,2,150123,8,1,2,2,2,4,5
3,18025,29,11,1,150123,8,1,1,1,1,4,6
3,18025,29,11,2,150123,8,1,2,2,2,4,6
3,18025,29,11,3,150123,8,1,1,3,1,4,3
3,18025,39,11,1,150123,8,1,2,1,2,1,7
3,18025,39,11,2,150123,8,1,2,2,2,1,3
3,18025,39,11,3,150123,8,1,3,3,3,4,6
3,18025,39,11,4,150123,8,1,4,4,4,4,6
3,18025,39,11,6,150123,8,1,6,6,6,4,6
3,18025,58,11,1,150123,8,1,2,1,2,4,6
3,18025,58,11,2,150123,8,1,2,2,2,1,6
3,18025,58,11,3,150123,8,1,2,3,2,4,3
3,18025,58,11,4,150123,8,1,2,4,2,4,2
3,18028,11,11,1,150120,8,1,1,1,1,4,10
3,18028,11,11,2,150120,8,1,2,2,2,4,9
3,18028,11,11,3,150120,8,1,2,3,2,4,7
3,18028,11,11,4,150120,8,1,1,4,1,4,6
3,18028,11,11,5,150120,8,1,6,5,6,4,6
3,18028,11,11,6,150120,8,1,2,6,2,4,6
3,18028,11,11,7,150120,8,1,1,7,1,4,3
3,18028,50,11,1,150120,8,1,1,1,1,4,10
3,18028,50,11,2,150120,8,1,1,2,1,4,10
3,18028,50,11,3,150120,8,1,0,3,0,99,99
3,18028,50,11,4,150120,8,1,4,4,4,4,9
3,18028,101,11,1,150120,8,1,0,1,0,99,99
3,18028,101,11,2,150120,8,1,2,2,2,4,10
3,18028,101,11,3,150120,8,1,0,3,0,99,99
3,18028,114,11,1,150120,8,1,1,1,1,4,11
3,18028,114,11,2,150120,8,1,1,2,1,4,11
3,18042,18,11,1,150101,8,1,1,1,1,4,6
3,18042,18,11,2,150101,8,1,2,2,2,4,6
3,18042,18,11,3,150101,8,1,1,3,1,4,9
3,18042,18,11,4,150101,8,1,1,4,1,4,5
3,18042,41,11,1,150101,8,1,1,1,1,4,6
3,18042,41,11,2,150101,8,1,2,2,2,1,10
3,18042,41,11,3,150101,8,1,1,3,1,4,10
3,18042,41,11,4,150101,8,1,4,4,4,4,9
3,18042,41,11,5,150101,8,1,5,5,5,4,11
3,18042,107,11,1,150101,8,1,1,1,1,4,6
3,18042,107,11,2,150101,8,1,2,2,2,4,6
3,18042,107,11,3,150101,8,1,2,3,2,4,4
3,18042,130,11,1,150101,8,1,1,1,1,4,4
3,18042,130,11,2,150101,8,1,1,2,1,4,6
3,18048,5,11,1,150135,8,1,1,1,1,4,6
3,18048,5,11,2,150135,8,1,0,2,0,99,99
3,18048,5,11,3,150135,8,1,0,3,0,99,99
3,18048,5,11,4,150135,8,1,0,4,0,99,99
3,18048,51,11,1,150135,8,1,1,1,1,1,4
3,18048,51,11,2,150135,8,1,2,2,2,1,3
3,18048,97,11,1,150135,8,1,1,1,1,1,4
3,18048,97,11,2,150135,8,1,2,2,2,4,10
3,18048,97,11,3,150135,8,1,2,3,2,4,4
3,18048,145,11,1,150135,8,1,1,1,1,4,4
3,18048,145,11,2,150135,8,1,2,2,2,4,4
3,18048,167,11,1,150135,8,1,1,1,1,1,5
3,18048,167,11,2,150135,8,1,2,2,2,4,6
3,18048,167,11,3,150135,8,1,2,3,2,4,7
3,18048,189,12,1,150135,8,1,1,1,1,4,8
3,18048,189,12,2,150135,8,1,1,2,1,4,6
3,18048,189,22,1,150135,8,1,0,1,0,99,99
3,18048,189,22,2,150135,8,1,2,2,2,4,5
3,18048,189,22,3,150135,8,1,0,3,0,99,99
3,18048,189,22,4,150135,8,1,0,4,0,99,99
3,18062,13,11,1,150125,8,1,1,1,1,2,5
3,18062,13,11,2,150125,8,1,1,2,1,4,6
3,18062,13,11,3,150125,8,1,1,3,1,4,2
3,18062,21,11,1,150125,8,1,1,1,1,4,3
3,18062,21,11,2,150125,8,1,1,2,1,8,1
3,18062,21,11,3,150125,8,1,3,3,3,4,5
3,18062,21,11,4,150125,8,1,1,4,1,4,3
3,18062,21,11,5,150125,8,1,1,5,1,4,3
3,18062,28,11,1,150125,8,1,1,1,1,1,6
3,18062,28,11,2,150125,8,1,2,2,2,1,4
3,18062,28,11,3,150125,8,1,3,3,3,4,9
3,18062,28,11,4,150125,8,1,4,4,4,4,6
3,18062,28,11,5,150125,8,1,5,5,5,4,8
3,18062,28,11,6,150125,8,1,6,6,6,4,8
3,18062,28,11,7,150125,8,1,5,7,5,4,2
3,18062,60,11,1,150125,8,1,1,1,1,4,6
3,18062,60,11,2,150125,8,1,2,2,2,4,6
3,18062,60,11,3,150125,8,1,2,3,2,4,3
3,18062,67,11,1,150125,8,1,1,1,1,4,1
3,18062,67,11,2,150125,8,1,1,2,1,1,1
3,18074,73,11,1,150101,8,1,2,1,2,4,8
3,18074,73,11,2,150101,8,1,2,2,2,4,8
3,18074,73,11,3,150101,8,1,3,3,3,4,9
3,18074,73,11,4,150101,8,1,4,4,4,4,5
3,18074,94,11,1,150101,8,1,1,1,1,4,10
3,18074,94,11,2,150101,8,1,1,2,1,4,3
3,18074,94,11,3,150101,8,1,3,3,3,4,7
3,18074,136,11,1,150101,8,1,1,1,1,4,10
3,18074,136,11,2,150101,8,1,1,2,1,4,10
3,18074,136,11,3,150101,8,1,1,3,1,4,10
3,18074,136,11,4,150101,8,1,1,4,1,4,10
3,18074,136,11,5,150101,8,1,1,5,1,4,6
3,18076,40,11,1,150120,8,1,2,1,2,4,6
3,18076,40,11,2,150120,8,1,2,2,2,4,5
3,18076,40,11,3,150120,8,1,2,3,2,4,4
3,18076,56,11,1,150120,8,1,1,1,1,2,6
3,18076,56,11,2,150120,8,1,2,2,2,4,6
3,18076,56,11,3,150120,8,1,3,3,3,4,9
3,18076,56,11,4,150120,8,1,4,4,4,4,9
3,18076,56,11,5,150120,8,1,5,5,5,4,6
3,18076,56,11,6,150120,8,1,1,6,1,4,5
3,18076,72,11,1,150120,8,1,1,1,1,4,1
3,18076,87,11,1,150120,8,1,1,1,1,4,10
3,18076,87,11,2,150120,8,1,1,2,1,4,11
3,18076,87,11,3,150120,8,1,1,3,1,4,3
3,18076,87,11,4,150120,8,1,1,4,1,4,3
3,18088,34,11,1,150118,8,1,1,1,1,4,9
3,18088,34,11,2,150118,8,1,2,2,2,4,9
3,18088,34,11,3,150118,8,1,2,3,2,4,1
3,18088,34,11,4,150118,8,1,4,4,4,4,10
3,18088,77,11,1,150118,8,1,1,1,1,1,4
3,18088,77,11,2,150118,8,1,2,2,2,4,4
3,18088,77,11,3,150118,8,1,1,3,1,4,7
3,18088,77,11,4,150118,8,1,1,4,1,4,10
3,18088,77,11,5,150118,8,1,1,5,1,4,5
3,18088,77,11,6,150118,8,1,1,6,1,4,3
3,18088,101,11,1,150118,8,1,1,1,1,4,10
3,18088,101,11,2,150118,8,1,2,2,2,4,10
3,18088,138,11,1,150118,8,1,1,1,1,4,10
3,18088,162,11,1,150118,8,1,1,1,1,4,10
3,18088,162,11,2,150118,8,1,1,2,1,4,8
3,18088,162,11,3,150118,8,1,1,3,1,4,8
3,18100,28,11,1,150132,8,1,1,1,1,4,10
3,18100,28,11,2,150132,8,1,2,2,2,4,8
3,18100,43,11,1,150132,8,1,1,1,1,4,6
3,18100,89,11,1,150132,8,1,1,1,1,4,6
3,18100,134,11,1,150132,8,1,1,1,1,4,8
3,18100,134,11,2,150132,8,1,1,2,1,4,10
3,18100,134,11,3,150132,8,1,1,3,1,4,10
3,18100,134,11,4,150132,8,1,1,4,1,4,6
3,18121,5,11,1,150103,8,1,2,1,2,4,10
3,18121,5,11,2,150103,8,1,2,2,2,4,11
3,18121,5,11,3,150103,8,1,2,3,2,4,12
3,18121,74,11,1,150103,8,1,1,1,1,4,10
3,18121,74,11,2,150103,8,1,2,2,2,4,6
3,18121,74,11,3,150103,8,1,3,3,3,4,10
3,18121,74,11,4,150103,8,1,3,4,3,4,6
3,18121,132,11,1,150103,8,1,2,1,2,4,8
3,18121,132,11,2,150103,8,1,2,2,2,4,11
3,18121,132,11,3,150103,8,1,2,3,2,4,6
3,18150,5,11,1,150111,8,1,3,1,3,4,6
3,18150,5,11,2,150111,8,1,3,2,3,4,6
3,18150,5,11,3,150111,8,1,3,3,3,4,8
3,18150,5,11,4,150111,8,1,3,4,3,4,7
3,18150,5,11,5,150111,8,1,3,5,3,4,6
3,18150,5,11,6,150111,8,1,3,6,3,4,3
3,18150,25,11,1,150111,8,1,1,1,1,4,4
3,18150,25,11,2,150111,8,1,1,2,1,4,3
3,18150,86,11,1,150111,8,1,1,1,1,4,3
3,18150,86,11,2,150111,8,1,2,2,2,4,7
3,18150,86,11,3,150111,8,1,2,3,2,4,6
3,18150,86,11,4,150111,8,1,1,4,1,4,6
3,18150,86,11,5,150111,8,1,2,5,2,4,1
3,18169,16,11,1,150135,8,1,1,1,1,4,5
3,18169,32,11,1,150135,8,1,1,1,1,4,8
3,18169,32,11,2,150135,8,1,0,2,0,99,99
3,18169,32,11,3,150135,8,1,0,3,0,99,99
3,18169,32,11,4,150135,8,1,4,4,4,4,10
3,18169,65,11,1,150135,8,1,1,1,1,4,9
3,18169,65,11,2,150135,8,1,2,2,2,4,9
3,18169,65,11,3,150135,8,1,1,3,1,4,3
3,18169,65,11,4,150135,8,1,1,4,1,4,6
3,18169,65,11,5,150135,8,1,1,5,1,4,5
3,18169,114,11,1,150135,8,1,1,1,1,4,7
3,18169,114,11,2,150135,8,1,0,2,0,99,99
3,18169,114,11,3,150135,8,1,0,3,0,99,99
3,18169,147,11,1,150135,8,1,1,1,1,4,10
3,18169,147,11,2,150135,8,1,1,2,1,4,11
3,18169,147,11,3,150135,8,1,1,3,1,4,6
3,18197,9,11,1,150103,8,1,2,1,2,1,5
3,18197,9,11,2,150103,8,1,2,2,2,1,5
3,18197,9,11,3,150103,8,1,2,3,2,4,10
3,18197,32,11,1,150103,8,1,0,1,0,99,99
3,18197,32,11,2,150103,8,1,3,2,3,4,7
3,18197,32,11,3,150103,8,1,3,3,3,4,10
3,18197,32,11,4,150103,8,1,3,4,3,4,2
3,18197,42,11,1,150103,8,1,1,1,1,4,6
3,18197,62,11,1,150103,8,1,2,1,2,1,4
3,18197,62,11,2,150103,8,1,2,2,2,4,6
3,18203,42,11,1,150143,8,1,0,1,0,99,99
3,18203,42,11,2,150143,8,1,0,2,0,99,99
3,18203,42,11,3,150143,8,1,3,3,3,4,9
3,18203,42,11,4,150143,8,1,4,4,4,4,6
3,18203,185,11,1,150143,8,1,1,1,1,4,6
3,18203,185,11,2,150143,8,1,1,2,1,4,6
3,18203,185,11,3,150143,8,1,3,3,3,4,6
3,18203,209,11,1,150143,8,1,2,1,2,4,6
3,18203,209,11,2,150143,8,1,2,2,2,4,8
3,18203,209,11,3,150143,8,1,2,3,2,4,2
3,18210,6,11,1,150142,8,1,1,1,1,4,6
3,18210,6,11,2,150142,8,1,2,2,2,4,6
3,18210,6,11,3,150142,8,1,2,3,2,4,3
3,18210,14,11,1,150142,8,1,1,1,1,4,6
3,18210,14,11,2,150142,8,1,2,2,2,4,5
3,18210,14,11,3,150142,8,1,2,3,2,4,3
3,18210,31,11,1,150142,8,1,2,1,2,1,5
3,18210,31,11,2,150142,8,1,2,2,2,1,6
3,18210,31,11,3,150142,8,1,3,3,3,4,8
3,18210,31,11,4,150142,8,1,4,4,4,4,6
3,18210,39,11,1,150142,8,1,1,1,1,4,6
3,18210,39,11,2,150142,8,1,2,2,2,4,10
3,18210,39,11,3,150142,8,1,3,3,3,4,9
3,18210,47,12,1,150142,8,1,1,1,1,4,8
3,18210,47,12,2,150142,8,1,2,2,2,4,7
3,18210,47,22,1,150142,8,1,1,1,1,4,5
3,18210,47,22,2,150142,8,1,1,2,1,4,4
3,18217,23,11,1,150101,8,1,1,1,1,4,7
3,18217,23,11,2,150101,8,1,2,2,2,4,7
3,18217,23,11,3,150101,8,1,1,3,1,4,7
3,18217,23,11,4,150101,8,1,4,4,4,4,8
3,18217,23,11,5,150101,8,1,4,5,4,4,2
3,18217,80,11,1,150101,8,1,0,1,0,99,99
3,18217,80,11,2,150101,8,1,0,2,0,99,99
3,18217,80,11,3,150101,8,1,0,3,0,99,99
3,18217,80,11,4,150101,8,1,4,4,4,4,9
3,18217,121,11,1,150101,8,1,1,1,1,4,10
3,18237,6,11,1,150135,8,1,1,1,1,4,11
3,18237,6,11,2,150135,8,1,2,2,2,4,11
3,18237,6,11,3,150135,8,1,1,3,1,4,9
3,18237,6,11,4,150135,8,1,1,4,1,4,9
3,18237,6,11,5,150135,8,1,1,5,1,4,9
3,18237,34,11,1,150135,8,1,1,1,1,4,6
3,18237,34,11,2,150135,8,1,1,2,1,4,5
3,18237,34,11,3,150135,8,1,1,3,1,4,6
3,18237,34,11,4,150135,8,1,1,4,1,4,9
3,18246,37,11,1,150115,8,1,0,1,0,99,99
3,18246,37,11,2,150115,8,1,0,2,0,99,99
3,18246,37,11,3,150115,8,1,3,3,3,4,8
3,18246,37,11,4,150115,8,1,0,4,0,99,99
3,18246,67,11,1,150115,8,1,1,1,1,1,5
3,18246,67,11,2,150115,8,1,2,2,2,4,5
3,18246,67,11,3,150115,8,1,1,3,1,4,4
3,18246,82,11,1,150115,8,1,1,1,1,4,6
3,18246,82,11,2,150115,8,1,1,2,1,4,1
3,18246,97,11,1,150115,8,1,2,1,2,4,6
3,18246,97,11,2,150115,8,1,2,2,2,4,6
3,18246,97,11,3,150115,8,1,2,3,2,4,8
3,18246,97,11,4,150115,8,1,2,4,2,4,6
3,18246,97,11,5,150115,8,1,2,5,2,4,3
3,18259,6,11,1,150139,8,1,1,1,1,4,10
3,18259,6,11,2,150139,8,1,1,2,1,4,2
3,18259,33,11,1,150139,8,1,1,1,1,4,6
3,18259,33,11,2,150139,8,1,1,2,1,4,1
3,18259,60,11,1,150139,8,1,2,1,2,4,6
3,18259,60,11,2,150139,8,1,2,2,2,4,8
3,18259,60,11,3,150139,8,1,2,3,2,4,3
3,18259,74,11,1,150139,8,1,1,1,1,1,6
3,18259,74,11,2,150139,8,1,1,2,1,1,4
3,18259,113,11,1,150139,8,1,2,1,2,4,6
3,18259,113,11,2,150139,8,1,2,2,2,4,4
3,18259,113,11,3,150139,8,1,2,3,2,4,5
3,18259,113,11,4,150139,8,1,2,4,2,4,4
3,18276,10,11,1,150117,8,1,1,1,1,1,6
3,18276,10,11,2,150117,8,1,1,2,1,1,10
3,18276,65,11,1,150117,8,1,2,1,2,4,9
3,18276,65,11,2,150117,8,1,2,2,2,4,10
3,18276,65,11,3,150117,8,1,2,3,2,4,3
3,18276,149,11,1,150117,8,1,1,1,1,4,10
3,18276,149,11,2,150117,8,1,2,2,2,4,10
3,18276,149,11,3,150117,8,1,1,3,1,4,8
3,18276,183,11,1,150117,8,1,1,1,1,4,9
3,18276,183,11,2,150117,8,1,1,2,1,4,6
3,18277,16,11,1,150112,8,1,1,1,1,4,6
3,18277,16,11,2,150112,8,1,1,2,1,4,6
3,18277,16,11,3,150112,8,1,1,3,1,4,5
3,18277,16,11,4,150112,8,1,1,4,1,4,1
3,18277,58,11,1,150112,8,1,3,1,3,1,3
3,18277,58,11,2,150112,8,1,3,2,3,1,1
3,18277,58,11,3,150112,8,1,3,3,3,4,8
3,18277,58,11,4,150112,8,1,4,4,4,4,8
3,18277,58,11,5,150112,8,1,3,5,3,4,10
3,18277,99,11,1,150112,8,1,5,1,5,4,10
3,18277,99,11,2,150112,8,1,2,2,2,4,8
3,18277,99,11,3,150112,8,1,5,3,5,4,8
3,18277,99,11,4,150112,8,1,5,4,5,4,7
3,18277,99,11,5,150112,8,1,5,5,5,4,10
3,18277,99,11,6,150112,8,1,5,6,5,4,4
3,18277,160,11,1,150112,8,1,4,1,4,4,10
3,18277,160,11,2,150112,8,1,4,2,4,4,5
3,18277,160,11,3,150112,8,1,4,3,4,4,4
3,18277,160,11,4,150112,8,1,4,4,4,1,11
3,18277,181,11,1,150112,8,1,1,1,1,4,9
3,18277,181,11,2,150112,8,1,1,2,1,4,9
3,18278,22,11,1,150103,8,1,1,1,1,4,7
3,18278,22,11,2,150103,8,1,2,2,2,4,4
3,18278,22,11,3,150103,8,1,1,3,1,4,1
3,18278,79,11,1,150103,8,1,1,1,1,4,4
3,18278,103,11,1,150103,8,1,1,1,1,4,10
3,18278,103,11,2,150103,8,1,1,2,1,4,5
3,18290,7,11,1,150132,8,1,1,1,1,4,3
3,18290,7,11,2,150132,8,1,1,2,1,4,6
3,18290,7,11,3,150132,8,1,3,3,3,4,9
3,18290,7,11,4,150132,8,1,4,4,4,4,6
3,18290,27,11,1,150132,8,1,1,1,1,1,8
3,18290,27,11,2,150132,8,1,1,2,1,4,9
3,18290,27,11,3,150132,8,1,1,3,1,4,3
3,18290,68,11,1,150132,8,1,1,1,1,1,7
3,18290,68,11,2,150132,8,1,2,2,2,4,8
3,18290,68,11,3,150132,8,1,2,3,2,4,10
3,18290,68,11,4,150132,8,1,2,4,2,4,9
3,18290,68,11,5,150132,8,1,0,5,0,99,99
3,18290,68,11,6,150132,8,1,0,6,0,99,99
3,18290,129,11,1,150132,8,1,1,1,1,4,8
3,18290,129,11,2,150132,8,1,1,2,1,4,8
3,18290,129,11,3,150132,8,1,1,3,1,4,9
3,18290,129,11,4,150132,8,1,1,4,1,4,5
3,18290,129,11,5,150132,8,1,1,5,1,4,3
3,18290,149,11,1,150132,8,1,2,1,2,4,9
3,18290,149,11,2,150132,8,1,2,2,2,4,10
3,18290,149,11,3,150132,8,1,2,3,2,4,1
3,18302,13,11,1,150103,8,1,1,1,1,1,8
3,18302,13,11,2,150103,8,1,1,2,1,4,10
3,18302,13,11,3,150103,8,1,1,3,1,4,3
3,18302,13,11,4,150103,8,1,4,4,4,4,10
3,18302,13,11,5,150103,8,1,4,5,4,4,3
3,18302,25,11,1,150103,8,1,2,1,2,1,6
3,18302,25,11,2,150103,8,1,2,2,2,2,7
3,18302,25,11,3,150103,8,1,2,3,2,4,3
3,18302,25,11,4,150103,8,1,2,4,2,4,1
3,18302,107,11,1,150103,8,1,2,1,2,4,8
3,18302,107,11,2,150103,8,1,2,2,2,4,6
3,18302,107,11,3,150103,8,1,3,3,3,4,9
3,18302,122,11,1,150103,8,1,2,1,2,4,6
3,18302,122,11,2,150103,8,1,2,2,2,4,6
3,18302,122,11,3,150103,8,1,3,3,3,4,10
3,18302,122,11,4,150103,8,1,4,4,4,4,5
3,18302,135,11,1,150103,8,1,1,1,1,1,5
3,18302,135,11,2,150103,8,1,2,2,2,4,3
3,18302,135,11,3,150103,8,1,2,3,2,4,5
3,18317,19,11,1,150122,8,1,1,1,1,4,8
3,18317,19,11,2,150122,8,1,2,2,2,4,6
3,18317,75,11,1,150122,8,1,2,1,2,4,10
3,18317,75,11,2,150122,8,1,2,2,2,4,11
3,18317,75,11,3,150122,8,1,2,3,2,4,5
3,18317,89,11,1,150122,8,1,1,1,1,4,10
3,18317,89,11,2,150122,8,1,1,2,1,4,4
3,18317,89,11,3,150122,8,1,1,3,1,4,10
3,18317,117,11,1,150122,8,1,1,1,1,4,6
3,18317,117,11,2,150122,8,1,2,2,2,4,9
3,18317,131,11,1,150122,8,1,1,1,1,4,8
3,18317,131,11,2,150122,8,1,2,2,2,4,6
3,18345,16,13,1,150143,8,1,1,1,1,4,3
3,18345,16,13,2,150143,8,1,2,2,2,4,1
3,18345,16,23,1,150143,8,1,1,1,1,4,10
3,18345,16,23,2,150143,8,1,1,2,1,4,8
3,18345,16,23,3,150143,8,1,1,3,1,4,6
3,18345,16,23,4,150143,8,1,1,4,1,4,5
3,18345,16,23,5,150143,8,1,1,5,1,4,2
3,18345,16,33,1,150143,8,1,1,1,1,4,6
3,18345,16,33,2,150143,8,1,1,2,1,4,6
3,18345,16,33,3,150143,8,1,1,3,1,4,2
3,18345,34,11,1,150143,8,1,1,1,1,4,6
3,18345,34,11,2,150143,8,1,2,2,2,1,6
3,18345,101,11,1,150143,8,1,5,1,5,4,6
3,18345,101,11,2,150143,8,1,5,2,5,4,6
3,18345,101,11,3,150143,8,1,5,3,5,4,7
3,18345,101,11,4,150143,8,1,5,4,5,4,2
3,18345,101,11,5,150143,8,1,5,5,5,4,8
3,18345,101,11,6,150143,8,1,5,6,5,4,1
3,18345,118,11,1,150143,8,1,1,1,1,4,6
3,18354,26,11,1,150110,8,1,1,1,1,4,8
3,18354,42,11,1,150110,8,1,2,1,2,4,6
3,18354,42,11,2,150110,8,1,2,2,2,1,6
3,18354,42,11,3,150110,8,1,2,3,2,4,2
3,18354,59,11,1,150110,8,1,1,1,1,4,4
3,18354,59,11,2,150110,8,1,2,2,2,4,6
3,18354,75,11,1,150110,8,1,1,1,1,1,8
3,18354,75,11,2,150110,8,1,2,2,2,1,6
3,18354,75,11,3,150110,8,1,2,3,2,4,3
3,18354,75,11,4,150110,8,1,2,4,2,4,1
3,18354,125,11,1,150110,8,1,1,1,1,4,4
3,18354,125,11,2,150110,8,1,2,2,2,4,6
3,18354,125,11,3,150110,8,1,1,3,1,4,3
3,18354,139,11,1,150110,8,1,1,1,1,4,6
3,18354,139,11,2,150110,8,1,2,2,2,4,10
3,18354,139,11,3,150110,8,1,1,3,1,4,9
3,20678,49,11,1,70101,8,1,1,1,1,4,9
3,20678,49,11,2,70101,8,1,1,2,1,4,9
3,20678,49,11,3,70101,8,1,1,3,1,4,3
3,20678,107,11,1,70101,8,1,1,1,1,4,6
3,20678,107,11,2,70101,8,1,2,2,2,4,9
3,20678,127,11,1,70101,8,1,1,1,1,4,6
3,20678,127,11,2,70101,8,1,2,2,2,4,8
3,20678,127,11,3,70101,8,1,3,3,3,4,8
3,20678,127,11,4,70101,8,1,3,4,3,4,10
3,20678,127,11,5,70101,8,1,5,5,5,4,8
3,20678,127,11,6,70101,8,1,5,6,5,4,3
3,20678,127,11,7,70101,8,1,5,7,5,4,3
